rfq_id,match_id,similarity_score
000ca0f6-de2c-4fe3-8ad7-a7ed251c16f5,63078462-b3a8-463c-8c44-301ec9d0d024,0.36
000ca0f6-de2c-4fe3-8ad7-a7ed251c16f5,c322fc6c-240c-4c09-9b88-d4f2c2395244,0.36
000ca0f6-de2c-4fe3-8ad7-a7ed251c16f5,ddaf379f-3e20-42b5-a0a9-ad56cc4d6b5a,0.36
00957f2f-a340-4843-9ed8-a70ce4848bae,4a0c7903-ab86-4732-96bd-5569b8f96729,0.24
00957f2f-a340-4843-9ed8-a70ce4848bae,146a67a8-eae0-45ea-b93d-08c5fd9ed2d4,0.2329411764705882
00957f2f-a340-4843-9ed8-a70ce4848bae,c64aac64-f8db-475b-8584-da8551b0a712,0.2329411764705882
00ec3753-1801-49f5-9927-8b96d5e4341f,8aff426d-b8c0-43aa-ad26-835ef4de6129,0.06
00ec3753-1801-49f5-9927-8b96d5e4341f,b8257184-6307-46ab-b06e-d979336d1263,0.06
00ec3753-1801-49f5-9927-8b96d5e4341f,84be5122-71d5-4a35-a912-fd2911e3c64f,0.06
0138525d-f360-44ae-b271-569c9590c885,140d30f7-f16d-4455-a448-516ab6616812,0.24
0138525d-f360-44ae-b271-569c9590c885,69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,0.24
0138525d-f360-44ae-b271-569c9590c885,b30cef8b-4065-4272-89b5-57b1fd91c50d,0.24
01fcb584-7de5-4dfb-93da-4219074e8a88,a0ece0e8-8871-43d5-9b80-440dc6dbb5de,0.24
01fcb584-7de5-4dfb-93da-4219074e8a88,52cf9a32-613e-48fb-bcaa-c1c887d54d13,0.21799999999999997
01fcb584-7de5-4dfb-93da-4219074e8a88,9825748d-d475-43f3-80e8-5fd3154eee52,0.21799999999999997
0222eb2e-ceb8-4967-9796-e220209c6b00,c39d8943-a251-4a88-8042-d87ffe5c9e2d,0.36
0222eb2e-ceb8-4967-9796-e220209c6b00,d37ca22b-b1d7-4fd1-ad1b-d3ce1f054c12,0.36
0222eb2e-ceb8-4967-9796-e220209c6b00,b2bc544a-219d-4899-9fa4-191e3f475649,0.3571428571428571
02647f9b-5108-4955-938f-e6b003b62690,8aff426d-b8c0-43aa-ad26-835ef4de6129,0.06
02647f9b-5108-4955-938f-e6b003b62690,b8257184-6307-46ab-b06e-d979336d1263,0.06
02647f9b-5108-4955-938f-e6b003b62690,84be5122-71d5-4a35-a912-fd2911e3c64f,0.06
02658891-8aaf-4ca9-a4ec-b817c80d19d1,ee5c62d7-b0f9-4818-8698-425ffdcdb11a,0.47366459627329194
02658891-8aaf-4ca9-a4ec-b817c80d19d1,1008838b-bf71-442f-a6e8-3de016146f89,0.47366459627329194
02658891-8aaf-4ca9-a4ec-b817c80d19d1,51edaf19-20d9-4df2-90aa-246c478b3532,0.47366459627329194
026a23fa-25f9-47af-a441-22a6f84bc7bb,8adc5afd-2678-46f8-becb-25b320d33872,0.3571428571428571
026a23fa-25f9-47af-a441-22a6f84bc7bb,9d5a26b4-9fae-46ce-8cc1-f77f0a89b111,0.3571428571428571
026a23fa-25f9-47af-a441-22a6f84bc7bb,67bec251-2744-4f3f-9657-a338cd4ed484,0.33842436974789913
02871910-2424-46d2-bd2c-52a716b09c00,920dcf5c-136f-4ffc-9449-03f00c1b5a46,0.36
02871910-2424-46d2-bd2c-52a716b09c00,b48a1279-3852-4482-902f-203558c37a33,0.36
02871910-2424-46d2-bd2c-52a716b09c00,2104d59d-0957-4875-b4b1-7f968cb43352,0.36
02c609c9-52b4-49d5-b6e8-cc14787f1822,3fe05d73-7de1-4c32-ad94-991ff0ad4290,0.47180921052631575
02c609c9-52b4-49d5-b6e8-cc14787f1822,b48a1279-3852-4482-902f-203558c37a33,0.45088235294117646
